,product_id,category,subcategory,product_name
1310,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs
1311,OFF-LA-10001404,Office Supplies,Labels,Avery 517
1312,OFF-LA-10001474,Office Supplies,Labels,Avery 477
1314,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream"
1315,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case"
1317,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB
1322,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor
1323,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book
1325,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines
1328,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener
1333,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter"
1335,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black"
1337,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp
1338,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone
1339,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk"
1340,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone
1343,OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener
1344,OFF-LA-10000262,Office Supplies,Labels,Avery 494
1346,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11"
1347,OFF-AR-10003829,Office Supplies,Art,Newell 35
1348,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders
1349,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders
1351,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File
1357,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909
1359,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black"
1361,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5"""
1362,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone
1364,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner
1365,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard
1371,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo
1373,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2"""
1374,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table"
1375,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum
1376,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934
1377,OFF-AR-10000896,Office Supplies,Art,Newell 329
1378,TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone
1379,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black"
1383,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal
1384,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere
1385,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black"
1387,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers
1394,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut"
1395,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables
1396,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11"""
1399,OFF-PA-10004888,Office Supplies,Paper,Xerox 217
1402,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish"
1403,OFF-PA-10000418,Office Supplies,Paper,Xerox 189
1405,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table
1407,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener
1413,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers
1415,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7"
1416,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone
1419,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope
1421,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room
1424,TEC-PH-10001750,Technology,Phones,Samsung Rugby III
1428,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1"""
1431,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders
1434,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards
1435,OFF-PA-10001639,Office Supplies,Paper,Xerox 203
1437,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset
1439,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders
1440,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948
1446,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair
1447,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4
1448,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders
1449,TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c
1450,OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders
1452,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders
1454,TEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer
1455,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs
1456,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables"
1459,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame
1460,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges
1468,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair
1470,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946
1471,OFF-AR-10000634,Office Supplies,Art,Newell 320
1473,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy"
1474,OFF-AR-10003770,Office Supplies,Art,Newell 340
1476,OFF-LA-10003121,Office Supplies,Labels,Avery 506
1479,OFF-PA-10002262,Office Supplies,Paper,Xerox 192
1480,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright)
1481,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders
1483,OFF-PA-10000130,Office Supplies,Paper,Xerox 199
1484,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive
1485,OFF-FA-10003021,Office Supplies,Fasteners,Staples
1486,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone
1487,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse
1491,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"
1496,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers
1500,OFF-PA-10003823,Office Supplies,Paper,Xerox 197
1502,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4"
1505,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table
1507,TEC-MA-10004458,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer
1508,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements
1520,OFF-AR-10001419,Office Supplies,Art,Newell 325
1522,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970
1526,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils
1527,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange"
1528,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball
1529,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets
1530,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988
1531,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black"
1533,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit
1535,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite"
1536,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags"
1541,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories
1548,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray"
1550,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags
1552,OFF-LA-10002195,Office Supplies,Labels,Avery 481
1554,OFF-AR-10001315,Office Supplies,Art,Newell 310
1556,OFF-EN-10003134,Office Supplies,Envelopes,Staples
1557,OFF-AR-10001955,Office Supplies,Art,Newell 319
1560,OFF-LA-10001641,Office Supplies,Labels,Avery 518
1564,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems
1566,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0
1567,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers
1569,OFF-AR-10003504,Office Supplies,Art,Newell 347
1571,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes
1572,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard
1574,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder
1577,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949
1578,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit"
1586,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886
1587,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes"
1590,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color"
1592,TEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro Home Telephone
1593,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams
1594,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases
1597,OFF-PA-10000308,Office Supplies,Paper,Xerox 1901
1598,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors
1601,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
1602,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set
1603,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black"
1605,OFF-AR-10000823,Office Supplies,Art,Newell 307
1606,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener
1609,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels
1611,TEC-PH-10000441,Technology,Phones,VTech DS6151
1614,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad
1617,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers
1618,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers
1619,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
1620,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"
1623,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse
1625,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System
1628,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke"
1630,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top
1637,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker
1638,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)
1644,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier
1645,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper
1647,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box"
1648,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts
1649,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone
1650,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940
1651,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986
1654,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC
1655,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders"
1658,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router
1662,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets
1665,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins
1666,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard
1667,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925
1670,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3
1680,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame
1681,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit
1684,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets"
1686,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch
1693,TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive
1694,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB
1698,OFF-LA-10002381,Office Supplies,Labels,Avery 497
1703,OFF-FA-10001843,Office Supplies,Fasteners,Staples
1706,OFF-LA-10003077,Office Supplies,Labels,Avery 500
1708,OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page"
1712,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books
1714,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak
1718,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2
1722,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse
1723,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish"
1724,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator
1725,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum
1726,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection
1727,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"
1730,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads
1734,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier
1739,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem"
1741,OFF-PA-10004355,Office Supplies,Paper,Xerox 231
1747,OFF-PA-10004947,Office Supplies,Paper,Staples
1750,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table
1754,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962
1756,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster
1760,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish"
1761,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black"
1762,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish"
1765,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
1766,OFF-LA-10002034,Office Supplies,Labels,Avery 478
1773,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
1774,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders
1775,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils
1777,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919
1781,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books
1786,TEC-PH-10001615,Technology,Phones,AT&T CL82213
1789,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB
1791,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat
1792,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"
1796,TEC-PH-10000455,Technology,Phones,GE 30522EE2
1800,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size"
1804,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705
1808,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s
1809,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10
1810,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929
1815,OFF-LA-10000443,Office Supplies,Labels,Avery 501
1817,OFF-LA-10001771,Office Supplies,Labels,Avery 513
1818,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier
1819,FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black"
1820,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room
1822,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black"
1823,OFF-PA-10000809,Office Supplies,Paper,Xerox 206
1826,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock"
1827,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini
1829,TEC-PH-10002885,Technology,Phones,Apple iPhone 5
1830,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone
1833,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer
1834,OFF-PA-10003729,Office Supplies,Paper,Xerox 1998
1839,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner
1841,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools
1843,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36"""
1846,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame
1849,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins"
1851,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981
1853,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper
1855,OFF-AR-10003631,Office Supplies,Art,Staples
1857,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets"
1859,TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810
1860,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish"
1864,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"
1865,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone
1867,OFF-PA-10003309,Office Supplies,Paper,Xerox 211
1868,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving
1870,OFF-AR-10002067,Office Supplies,Art,Newell 334
1872,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer"
1873,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table
1880,OFF-EN-10002621,Office Supplies,Envelopes,Staples
1884,OFF-LA-10003714,Office Supplies,Labels,Avery 510
1885,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle
1891,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers
1893,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"
1894,OFF-AR-10001446,Office Supplies,Art,Newell 309
1896,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System
1897,OFF-EN-10001749,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure
1898,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine
1901,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black"
1903,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair
1906,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets
1908,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame
1909,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"
1911,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891
1912,TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer
1914,OFF-LA-10003190,Office Supplies,Labels,Avery 474
1918,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone
1919,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine
1920,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs
1921,OFF-ST-10002562,Office Supplies,Storage,Staples
1922,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone
1926,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone
1928,OFF-PA-10001972,Office Supplies,Paper,Xerox 214
1931,TEC-PH-10002483,Technology,Phones,Motorola Moto X
1932,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases
1935,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo
1937,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements
1938,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"
1954,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters
1955,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive
1959,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room"
1961,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB
1962,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
1965,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor
1967,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L"
1972,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings
1974,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard
1976,TEC-PH-10002352,Technology,Phones,Avaya IP Phone 1140E VoIP phone
1977,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki"
1978,OFF-AR-10000127,Office Supplies,Art,Newell 321
1982,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset
1987,OFF-BI-10002393,Office Supplies,Binders,Binder Posts
1988,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base
1989,OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
1990,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978
1993,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear"
1994,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth
1995,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator
2007,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish"
2012,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black
2014,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes
2029,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand"
2038,OFF-PA-10001661,Office Supplies,Paper,Xerox 1922
2042,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips
2051,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair
2053,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige"
2055,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000
2059,OFF-FA-10002975,Office Supplies,Fasteners,Staples
2060,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite"
2061,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""
2062,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952
2063,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
2068,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset
2069,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables
2073,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard
2074,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural"
2079,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations
2085,OFF-LA-10000248,Office Supplies,Labels,Avery 52
2088,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC
2089,OFF-LA-10004008,Office Supplies,Labels,Avery 507
2094,OFF-AR-10001177,Office Supplies,Art,Newell 349
2095,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine
